email_id,fecha_raw,asunto_raw,remitente,zona,texto_mail,thread_id
430,2025-04-18 00:00,Error en la factura,reclamos@hotmail.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1369
431,"Jan 28, 2025",Entrega tarde otra vez,usuario@yahoo.com,Tigre,Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio.,1370
432,17/03/25,Re: Pedido incompleto,cliente@gmail.com,José C. Paz,No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente.,1370
433,2025-01-01 00:00,Queja repartidor,cliente@gmail.com,San Isidro,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1371
434,07/03/25,Entrega tarde otra vez,cliente123@outlook.com,Escobar,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1372
435,2025/01/11,Pedido incompleto,reclamos@hotmail.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio.",1373
436,05/02/25,RECLAMO pedido no llego,reclamos@hotmail.com,San Martín,Aguardo solución urgente. Espero una pronta respuesta. Muy mal servicio.,1374
437,2025/04/06,Demora en entrega,usuario@yahoo.com,San Isidro,Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto.,1375
438,"Jun 26, 2025",No recibí mi pedido,cliente123@outlook.com,San Fernando,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1376
439,"Jan 27, 2025",Pedido incompleto,cliente123@outlook.com,San Miguel,Aguardo solución urgente. Muy mal servicio.,1377
440,2025-06-06 00:00,Reclamo por cobro,usuario@yahoo.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. No es la primera vez que pasa esto.",1378
441,2025/01/17,Pedido NO entregado!!!,reclamos@hotmail.com,Vicente López,Aguardo solución urgente. No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio.,1379
442,21/04/25,Entrega tarde otra vez,cliente123@outlook.com,San Martín,"Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1380
443,14/06/25,RECLAMO pedido no llego,cliente123@outlook.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1381
444,2025/03/03,Cobro incorrecto,reclamos@hotmail.com,Vicente López,"No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1382
445,"Apr 28, 2025",Demora en entrega,cliente123@outlook.com,San Isidro,"Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1383
446,2025-06-17 00:00,Servicio pésimo,cliente@gmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio.",1384
447,11/05/25,Error en la factura,cliente123@outlook.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio.",1385
448,"May 24, 2025",Cobro incorrecto,reclamos@hotmail.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1386
449,2025/03/29,RECLAMO pedido no llego,reclamos@hotmail.com,José C. Paz,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1387
450,"Feb 05, 2025",Servicio pésimo,cliente@gmail.com,Escobar,"No es la primera vez que pasa esto. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1388
451,28/04/25,MAL SERVICIO,reclamos@hotmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1389
452,18/06/25,Demora nuevamente,cliente123@outlook.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.",1390
453,27/06/25,Pedido incompleto,usuario@yahoo.com,San Isidro,Aguardo solución urgente. Espero una pronta respuesta. Muy mal servicio.,1391
454,18/04/25,No recibí mi pedido,reclamos@hotmail.com,Malvinas Argentinas,"Espero una pronta respuesta. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1392
455,2025/04/16,Re: Re: falta producto,reclamos@hotmail.com,José C. Paz,"No es la primera vez que pasa esto. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1392
456,22/06/25,Reclamo por cobro,usuario@yahoo.com,José C. Paz,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente.",1393
457,2025/06/22,Re: Pedido incompleto,cliente123@outlook.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio.",1393
458,2025-06-21 00:00,Pedido NO entregado!!!,usuario@yahoo.com,Escobar,Espero una pronta respuesta. Aguardo solución urgente.,1394
459,2025/01/16,Re: Re: falta producto,usuario@yahoo.com,José C. Paz,Espero una pronta respuesta. Muy mal servicio.,1394
460,07/06/25,Entrega tarde otra vez,cliente123@outlook.com,Tigre,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente.",1395
461,2025/06/25,Re: Pedido incompleto,cliente@gmail.com,Vicente López,Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1395
462,2025/06/12,Queja repartidor,usuario@yahoo.com,Tigre,Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta.,1396
463,17/02/25,Demora en entrega,cliente@gmail.com,Malvinas Argentinas,Muy mal servicio. Espero una pronta respuesta.,1397
464,03/02/25,Problema con el repartidor,reclamos@hotmail.com,Vicente López,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1398
465,2025-03-24 00:00,Re: Re: falta producto,reclamos@hotmail.com,San Miguel,"Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1398
466,2025-02-17 00:00,Queja repartidor,usuario@yahoo.com,Malvinas Argentinas,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1399
467,2025/02/24,Queja repartidor,reclamos@hotmail.com,San Martín,No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta.,1400
468,2025/01/30,RECLAMO pedido no llego,cliente123@outlook.com,Tigre,"Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1401
469,"Jan 30, 2025",No recibí mi pedido,reclamos@hotmail.com,José C. Paz,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1402
470,2025-05-05 00:00,Demora nuevamente,reclamos@hotmail.com,Tigre,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1403
471,2025-05-18 00:00,Pedido incompleto,cliente@gmail.com,Tigre,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1404
472,2025-06-15 00:00,Re: Pedido incompleto,usuario@yahoo.com,Vicente López,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1404
473,14/01/25,Demora en entrega,reclamos@hotmail.com,José C. Paz,Aguardo solución urgente. No es la primera vez que pasa esto.,1405
474,"Apr 15, 2025",Problema con el repartidor,cliente123@outlook.com,Malvinas Argentinas,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1406
475,2025-05-17 00:00,Entrega tarde otra vez,cliente@gmail.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.",1407
476,2025/06/25,Error en la factura,cliente@gmail.com,Escobar,Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta.,1408
477,02/05/25,RECLAMO pedido no llego,usuario@yahoo.com,San Fernando,"Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1409
478,2025/06/23,Error en la factura,cliente@gmail.com,José C. Paz,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta.",1410
479,2025-05-18 00:00,No recibí mi pedido,reclamos@hotmail.com,Tigre,"Espero una pronta respuesta. No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1411
480,17/02/25,Pedido incompleto,reclamos@hotmail.com,Tigre,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1412
481,2025-06-15 00:00,Demora nuevamente,reclamos@hotmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Espero una pronta respuesta.",1413
482,2025/03/26,Servicio pésimo,usuario@yahoo.com,Tigre,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1414
483,"Mar 23, 2025",MAL SERVICIO,cliente123@outlook.com,San Martín,Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1415
484,20/04/25,Cobro incorrecto,cliente@gmail.com,San Martín,No es la primera vez que pasa esto. Muy mal servicio.,1416
485,03/04/25,Problema con el repartidor,reclamos@hotmail.com,San Miguel,Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.,1417
486,2025-05-22 00:00,Servicio pésimo,usuario@yahoo.com,San Isidro,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1418
487,2025-01-20 00:00,Demora en entrega,cliente@gmail.com,Malvinas Argentinas,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente.",1419
488,17/06/25,Servicio pésimo,reclamos@hotmail.com,Malvinas Argentinas,Aguardo solución urgente. Espero una pronta respuesta.,1420
489,2025-04-29 00:00,Re: Re: falta producto,cliente123@outlook.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente.",1420
490,25/04/25,Re: Re: falta producto,usuario@yahoo.com,San Fernando,"Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1420
491,2025-03-01 00:00,Servicio pésimo,reclamos@hotmail.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1421
492,"Apr 10, 2025",Reclamo por cobro,cliente123@outlook.com,Vicente López,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1422
493,09/03/25,Problema con el repartidor,cliente123@outlook.com,Malvinas Argentinas,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1423
494,07/04/25,Problema con el repartidor,cliente123@outlook.com,San Martín,Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta.,1424
495,09/05/25,RECLAMO pedido no llego,cliente123@outlook.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1425
496,08/02/25,MAL SERVICIO,usuario@yahoo.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta.",1426
497,"May 04, 2025",Entrega tarde otra vez,cliente123@outlook.com,Tigre,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1427
498,02/02/25,Pedido NO entregado!!!,usuario@yahoo.com,José C. Paz,Aguardo solución urgente. No es la primera vez que pasa esto.,1428
499,2025/02/12,Pedido NO entregado!!!,usuario@yahoo.com,José C. Paz,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1429
500,22/01/25,Error en la factura,cliente123@outlook.com,San Miguel,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1430
501,30/05/25,Re: Re: falta producto,reclamos@hotmail.com,San Fernando,"Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1430
502,"Apr 07, 2025",Queja repartidor,usuario@yahoo.com,San Isidro,No es la primera vez que pasa esto. Muy mal servicio.,1431
503,2025-06-05 00:00,Re: Re: falta producto,usuario@yahoo.com,San Miguel,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio.",1431
504,04/05/25,Demora en entrega,cliente@gmail.com,Malvinas Argentinas,"Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1432
505,"May 04, 2025",Queja repartidor,reclamos@hotmail.com,San Isidro,No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente.,1433
506,2025/01/22,Queja repartidor,cliente123@outlook.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1434
507,2025-05-14 00:00,Entrega tarde otra vez,cliente123@outlook.com,Tigre,"Espero una pronta respuesta. Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1435
508,2025/04/20,Re: Re: falta producto,reclamos@hotmail.com,José C. Paz,Aguardo solución urgente. Espero una pronta respuesta. Muy mal servicio.,1435
509,"Jun 24, 2025",Problema con el repartidor,usuario@yahoo.com,Malvinas Argentinas,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1436
510,2025/03/06,Servicio pésimo,reclamos@hotmail.com,Malvinas Argentinas,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio.",1437
511,29/06/25,Demora nuevamente,cliente@gmail.com,Tigre,"Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1438
512,2025-04-10 00:00,Pedido incompleto,cliente@gmail.com,San Fernando,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1439
513,09/03/25,Demora en entrega,reclamos@hotmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta.",1440
514,"Feb 14, 2025",Pedido NO entregado!!!,cliente123@outlook.com,Vicente López,Aguardo solución urgente. Espero una pronta respuesta.,1441
